"","SentenceID","Word","Region","deletion_rate","Surprisal","Label","critical_word","Sentence","Condition"
"1141",92,"went",1,0.65,7.946,"exp.a.23","went","The idea went unnoticed.","a"
"1142",92,"went",1,0.7,7.946,"exp.a.23","went","The idea went unnoticed.","a"
"1143",92,"went",1,0.75,7.946,"exp.a.23","went","The idea went unnoticed.","a"
"1144",92,"went",1,0.8,7.946,"exp.a.23","went","The idea went unnoticed.","a"
"1145",92,"went",1,0.9,7.944,"exp.a.23","went","The idea went unnoticed.","a"
"1146",93,"was",11,0.1,3.31025,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1147",93,"was",11,0.15,3.3555,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1148",93,"was",11,0.2,3.47036666666667,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1149",93,"was",11,0.3,3.6594375,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1150",93,"was",11,0.4,4.15534375,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1151",93,"was",11,0.5,3.95485714285714,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1152",93,"was",11,0.6,4.4485,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1153",93,"was",11,0.65,5.591,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1154",93,"was",11,0.7,5.7809375,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1155",93,"was",11,0.75,6.011,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1156",93,"was",11,0.8,6.36308333333333,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1157",93,"was",11,0.9,7.0785,"exp.c.24","was","The announcement that the agent who the FBI sent arrested the criminal was acknowledged.","c"
"1158",94,"was",14,0.1,3.302,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1159",94,"was",14,0.15,3.217,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1160",94,"was",14,0.2,4.3735,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1161",94,"was",14,0.3,4.88996875,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1162",94,"was",14,0.4,5.47740625,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1163",94,"was",14,0.5,5.76935714285714,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1164",94,"was",14,0.6,6.149375,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1165",94,"was",14,0.65,6.4775,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1166",94,"was",14,0.7,6.261125,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1167",94,"was",14,0.75,6.7885,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1168",94,"was",14,0.8,6.8495,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1169",94,"was",14,0.9,7.36675,"exp.d.24","was","The announcement that the agent who the FBI who conducted investigations sent arrested the criminal was acknowledged.","d"
"1170",95,"was",1,0.1,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1171",95,"was",1,0.15,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1172",95,"was",1,0.2,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1173",95,"was",1,0.3,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1174",95,"was",1,0.4,2.73796875,"exp.a.24","was","The announcement was acknowledged.","a"
"1175",95,"was",1,0.5,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1176",95,"was",1,0.6,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1177",95,"was",1,0.65,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1178",95,"was",1,0.7,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1179",95,"was",1,0.75,2.738,"exp.a.24","was","The announcement was acknowledged.","a"
"1180",95,"was",1,0.8,2.73791666666667,"exp.a.24","was","The announcement was acknowledged.","a"
"1181",95,"was",1,0.9,2.7375,"exp.a.24","was","The announcement was acknowledged.","a"
"1182",96,"was",7,0.1,3.19225,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1183",96,"was",7,0.15,3.151,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1184",96,"was",7,0.2,3.13636666666667,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1185",96,"was",7,0.3,3.21046875,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1186",96,"was",7,0.4,3.1976875,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1187",96,"was",7,0.5,3.18228571428571,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1188",96,"was",7,0.6,3.15925,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1189",96,"was",7,0.65,3.346,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1190",96,"was",7,0.7,3.8289375,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1191",96,"was",7,0.75,3.60325,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1192",96,"was",7,0.8,5.304,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1193",96,"was",7,0.9,7.6485,"exp.b.24","was","The announcement that the agent arrested the criminal was acknowledged.","b"
"1194",97,"was",14,0.1,4.13375,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1195",97,"was",14,0.15,4.074,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1196",97,"was",14,0.2,4.93383333333333,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1197",97,"was",14,0.3,5.12071875,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1198",97,"was",14,0.4,5.85090625,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1199",97,"was",14,0.5,5.9685,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1200",97,"was",14,0.6,5.966125,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1201",97,"was",14,0.65,5.458,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1202",97,"was",14,0.7,5.3250625,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1203",97,"was",14,0.75,5.48075,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1204",97,"was",14,0.8,5.54808333333333,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1205",97,"was",14,0.9,4.578,"exp.d.25","was","The news that the plumber who the apprentice who needed advice consulted assisted the woman was true.","d"
"1206",98,"was",1,0.1,3.446,"exp.a.25","was","The news was true.","a"
"1207",98,"was",1,0.15,3.446,"exp.a.25","was","The news was true.","a"
"1208",98,"was",1,0.2,3.44616666666667,"exp.a.25","was","The news was true.","a"
"1209",98,"was",1,0.3,3.4464375,"exp.a.25","was","The news was true.","a"
"1210",98,"was",1,0.4,3.446625,"exp.a.25","was","The news was true.","a"
"1211",98,"was",1,0.5,3.44607142857143,"exp.a.25","was","The news was true.","a"
"1212",98,"was",1,0.6,3.446,"exp.a.25","was","The news was true.","a"
"1213",98,"was",1,0.65,3.446,"exp.a.25","was","The news was true.","a"
"1214",98,"was",1,0.7,3.448125,"exp.a.25","was","The news was true.","a"
"1215",98,"was",1,0.75,3.446,"exp.a.25","was","The news was true.","a"
"1216",98,"was",1,0.8,3.455,"exp.a.25","was","The news was true.","a"
"1217",98,"was",1,0.9,3.446,"exp.a.25","was","The news was true.","a"
"1218",99,"was",7,0.1,4.26,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1219",99,"was",7,0.15,4.26,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1220",99,"was",7,0.2,4.1924,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1221",99,"was",7,0.3,4.26959375,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1222",99,"was",7,0.4,4.336375,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1223",99,"was",7,0.5,4.34778571428571,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1224",99,"was",7,0.6,4.299375,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1225",99,"was",7,0.65,4.7465,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1226",99,"was",7,0.7,5.0631875,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1227",99,"was",7,0.75,6.00525,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1228",99,"was",7,0.8,6.713,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1229",99,"was",7,0.9,5.32725,"exp.b.25","was","The news that the plumber assisted the woman was true.","b"
"1230",100,"was",11,0.1,3.96925,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1231",100,"was",11,0.15,4.1795,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1232",100,"was",11,0.2,4.3471,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1233",100,"was",11,0.3,4.5273125,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1234",100,"was",11,0.4,5.291,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1235",100,"was",11,0.5,5.58685714285714,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1236",100,"was",11,0.6,6.4245,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1237",100,"was",11,0.65,6.3065,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1238",100,"was",11,0.7,6.2516875,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1239",100,"was",11,0.75,6.50475,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1240",100,"was",11,0.8,5.74966666666667,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1241",100,"was",11,0.9,5.12875,"exp.c.25","was","The news that the plumber who the apprentice consulted assisted the woman was true.","c"
"1242",101,"deserved",7,0.1,8.9725,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1243",101,"deserved",7,0.15,8.9455,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1244",101,"deserved",7,0.2,9.0203,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1245",101,"deserved",7,0.3,8.88346875,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1246",101,"deserved",7,0.4,8.9075625,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1247",101,"deserved",7,0.5,8.77192857142857,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1248",101,"deserved",7,0.6,8.7865,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1249",101,"deserved",7,0.65,8.876,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1250",101,"deserved",7,0.7,9.30975,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1251",101,"deserved",7,0.75,10.23475,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1252",101,"deserved",7,0.8,11.8294166666667,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1253",101,"deserved",7,0.9,11.6615,"exp.b.26","deserved","The thought that the senator defeated the opponent deserved attention.","b"
"1254",102,"deserved",14,0.1,10.425375,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1255",102,"deserved",14,0.15,10.517,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1256",102,"deserved",14,0.2,10.7925666666667,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1257",102,"deserved",14,0.3,10.990375,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1258",102,"deserved",14,0.4,11.557125,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1259",102,"deserved",14,0.5,12.0578571428571,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1260",102,"deserved",14,0.6,12.461125,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1261",102,"deserved",14,0.65,12.814,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1262",102,"deserved",14,0.7,12.48025,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1263",102,"deserved",14,0.75,12.1245,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1264",102,"deserved",14,0.8,12.1768333333333,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1265",102,"deserved",14,0.9,11.727,"exp.d.26","deserved","The thought that the senator who the diplomat who sought influence supported defeated the opponent deserved attention.","d"
"1266",103,"deserved",11,0.1,10.150375,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1267",103,"deserved",11,0.15,10.3945,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1268",103,"deserved",11,0.2,10.2256,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1269",103,"deserved",11,0.3,10.3820625,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1270",103,"deserved",11,0.4,10.774625,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1271",103,"deserved",11,0.5,10.7358571428571,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1272",103,"deserved",11,0.6,11.291125,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1273",103,"deserved",11,0.65,12.5425,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1274",103,"deserved",11,0.7,12.061625,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1275",103,"deserved",11,0.75,12.517,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1276",103,"deserved",11,0.8,12.464,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1277",103,"deserved",11,0.9,11.907,"exp.c.26","deserved","The thought that the senator who the diplomat supported defeated the opponent deserved attention.","c"
"1278",104,"deserved",1,0.1,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1279",104,"deserved",1,0.15,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1280",104,"deserved",1,0.2,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1281",104,"deserved",1,0.3,14.521125,"exp.a.26","deserved","The thought deserved attention.","a"
"1282",104,"deserved",1,0.4,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1283",104,"deserved",1,0.5,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1284",104,"deserved",1,0.6,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1285",104,"deserved",1,0.65,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1286",104,"deserved",1,0.7,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1287",104,"deserved",1,0.75,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1288",104,"deserved",1,0.8,14.4750833333333,"exp.a.26","deserved","The thought deserved attention.","a"
"1289",104,"deserved",1,0.9,14.53,"exp.a.26","deserved","The thought deserved attention.","a"
"1290",105,"did",7,0.1,5.896375,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1291",105,"did",7,0.15,5.8815,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1292",105,"did",7,0.2,5.88393333333333,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1293",105,"did",7,0.3,5.8955625,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1294",105,"did",7,0.4,5.9824375,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1295",105,"did",7,0.5,5.89142857142857,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1296",105,"did",7,0.6,5.87375,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1297",105,"did",7,0.65,5.8575,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1298",105,"did",7,0.7,6.798875,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1299",105,"did",7,0.75,7.6955,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1300",105,"did",7,0.8,8.32808333333333,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1301",105,"did",7,0.9,8.4355,"exp.b.27","did","The truth that the fiance married the bride did not surprise anyone.","b"
"1302",106,"did",14,0.1,6.66625,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1303",106,"did",14,0.15,6.6155,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1304",106,"did",14,0.2,7.11256666666667,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1305",106,"did",14,0.3,7.38778125,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1306",106,"did",14,0.4,7.7654375,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1307",106,"did",14,0.5,8.2925,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1308",106,"did",14,0.6,8.672875,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1309",106,"did",14,0.65,8.5385,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1310",106,"did",14,0.7,8.9408125,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1311",106,"did",14,0.75,8.53725,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1312",106,"did",14,0.8,8.834,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1313",106,"did",14,0.9,8.77925,"exp.d.27","did","The truth that the fiance who the author who wrote novels met married the bride did not surprise anyone.","d"
"1314",107,"did",11,0.1,6.457625,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1315",107,"did",11,0.15,6.164,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1316",107,"did",11,0.2,6.63526666666667,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1317",107,"did",11,0.3,6.60778125,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1318",107,"did",11,0.4,6.9105625,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1319",107,"did",11,0.5,6.88628571428571,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1320",107,"did",11,0.6,7.35575,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1321",107,"did",11,0.65,7.9185,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1322",107,"did",11,0.7,8.1108125,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1323",107,"did",11,0.75,8.30825,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1324",107,"did",11,0.8,9.03708333333333,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1325",107,"did",11,0.9,7.797,"exp.c.27","did","The truth that the fiance who the author met married the bride did not surprise anyone.","c"
"1326",108,"did",1,0.1,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1327",108,"did",1,0.15,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1328",108,"did",1,0.2,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1329",108,"did",1,0.3,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1330",108,"did",1,0.4,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1331",108,"did",1,0.5,9.34728571428571,"exp.a.27","did","The truth did not surprise anyone.","a"
"1332",108,"did",1,0.6,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1333",108,"did",1,0.65,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1334",108,"did",1,0.7,9.356,"exp.a.27","did","The truth did not surprise anyone.","a"
"1335",108,"did",1,0.75,9.352,"exp.a.27","did","The truth did not surprise anyone.","a"
"1336",108,"did",1,0.8,9.35141666666667,"exp.a.27","did","The truth did not surprise anyone.","a"
"1337",108,"did",1,0.9,9.356,"exp.a.27","did","The truth did not surprise anyone.","a"
"1338",109,"came",7,0.1,6.645375,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1339",109,"came",7,0.15,6.642,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1340",109,"came",7,0.2,6.6013,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1341",109,"came",7,0.3,6.615625,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1342",109,"came",7,0.4,6.65115625,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1343",109,"came",7,0.5,6.6225,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1344",109,"came",7,0.6,6.646125,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1345",109,"came",7,0.65,7.115,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1346",109,"came",7,0.7,7.105125,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1347",109,"came",7,0.75,7.50325,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1348",109,"came",7,0.8,9.7135,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1349",109,"came",7,0.9,8.887,"exp.b.28","came","The belief that the businessman fired the employee came as a disappointment.","b"
"1350",110,"came",11,0.1,6.957375,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1351",110,"came",11,0.15,7.2115,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1352",110,"came",11,0.2,7.18373333333333,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1353",110,"came",11,0.3,7.2810625,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1354",110,"came",11,0.4,7.95890625,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1355",110,"came",11,0.5,8.11764285714286,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1356",110,"came",11,0.6,8.85025,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1357",110,"came",11,0.65,9.898,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1358",110,"came",11,0.7,9.5905,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1359",110,"came",11,0.75,9.63725,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1360",110,"came",11,0.8,9.40408333333333,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1361",110,"came",11,0.9,9.168,"exp.c.28","came","The belief that the businessman who the sponsor backed fired the employee came as a disappointment.","c"
"1362",111,"came",1,0.1,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1363",111,"came",1,0.15,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1364",111,"came",1,0.2,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1365",111,"came",1,0.3,8.33278125,"exp.a.28","came","The belief came as a disappointment.","a"
"1366",111,"came",1,0.4,8.3330625,"exp.a.28","came","The belief came as a disappointment.","a"
"1367",111,"came",1,0.5,8.33285714285714,"exp.a.28","came","The belief came as a disappointment.","a"
"1368",111,"came",1,0.6,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1369",111,"came",1,0.65,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1370",111,"came",1,0.7,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1371",111,"came",1,0.75,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1372",111,"came",1,0.8,8.32866666666667,"exp.a.28","came","The belief came as a disappointment.","a"
"1373",111,"came",1,0.9,8.333,"exp.a.28","came","The belief came as a disappointment.","a"
"1374",112,"came",14,0.1,7.38825,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1375",112,"came",14,0.15,7.3745,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1376",112,"came",14,0.2,7.87303333333333,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1377",112,"came",14,0.3,8.12821875,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1378",112,"came",14,0.4,9.06215625,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1379",112,"came",14,0.5,9.60728571428571,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1380",112,"came",14,0.6,10.082,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1381",112,"came",14,0.65,10.215,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1382",112,"came",14,0.7,9.549,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1383",112,"came",14,0.75,9.3195,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
"1384",112,"came",14,0.8,9.31166666666667,"exp.d.28","came","The belief that the businessman who the sponsor who provided funding backed fired the employee came as a disappointment.","d"
